source_id,publisher,title,url,type,grade,use
SRC-149,carfolio.com,Toyota MR2 SW20 car specifications listing,https://www.carfolio.com/toyota/6082/MR2/SW20,technical archive,B,"3S-GTE 245 PS @ 6000 rpm, 304 Nm @ 4000 rpm, 5-speed manual, 2400 mm wheelbase, ~1270 kg curb weight"
SRC-150,carfolio.com,Toyota MR2 Spyder / MR-S (ZZW30) specifications,https://www.carfolio.com/toyota-mr2-136224,technical archive,B,"1ZZ-FE 138 bhp @ 6400 rpm, 170 Nm @ 4400 rpm torque, 5-speed manual, US curb weight ~2195 lb"
SRC-151,automobile-catalog.com,1985/1987 Fiat Bertone X1/9 (56 kW / 76 PS / 75 hp) specs review (North America),https://www.automobile-catalog.com/car/1985/1485470/fiat_bertone_x_19.html,technical archive,B,"Bertone-era US-spec 1.5L output 76 PS/75 hp SAE net, 108 Nm/80 lb-ft torque, wheelbase 2202 mm, curb weight 880-920 kg"
SRC-152,automobile-catalog.com,Dodge Stealth R/T Turbo specs review (1991-1995 model years),https://www.automobile-catalog.com/car/1994/685265/dodge_stealth_rt_turbo.html,technical archive,B,"3.0L twin-turbo V6 output by model year (300 hp/307 lb-ft to 320 hp/315 lb-ft), 5MT/4AT, AWD, wheelbase 2470 mm, curb weight ~1690 kg"
SRC-260,Bullnose Garage,351 Windsor Specifications Years and Vehicles,https://bullnosegarage.com/351-windsor-351w-information-stats/,technical archive,B,"351W 4.00in bore x 3.50in stroke = 351 cu in / 5.8L, introduced in Mustang 1969, ~8.6 million built 1969-1996"
SRC-261,Hagerty Media,Sorting out the Mustang's 351 Cleveland engines,https://www.hagerty.com/media/archived/mustang-cleveland-engines/,enthusiast/heritage editorial,B,"351C same 4.00in x 3.50in bore/stroke as 351W but different lower/wider block, entered production July 1969 for MY1970, replaced 351W in Mustang/Cougar 1970-1973"
SRC-262,Wikipedia,Ford Toploader transmission,https://en.wikipedia.org/wiki/Ford_Toploader_transmission,technical reference,C,"4-speed Toploader intro 1963, used 1964-1973; close-ratio 2.32/1.69/1.29/1.00, wide-ratio 2.78/1.93/1.36/1.00"
SRC-263,Street Muscle Mag,Option Code S: The 1966-67 Paxton Supercharged Shelby GT350,https://www.streetmusclemag.com/news/option-code-s-the-1966-67-paxton-supercharged-shelby-gt350/,enthusiast/heritage editorial,B,"factory Paxton option code S, ~11 built 1966 and ~35 in 1967, output raised from 306hp NA rating to 390+hp documented, some sources report up to 440hp"
SRC-264,Silodrome,An Original Supercharged 1967 Shelby GT350,https://silodrome.com/supercharged-shelby-gt350/,enthusiast/heritage editorial,C,"corroborating 1967 Paxton GT350 output figures and rarity (35 examples)"
SRC-265,AmericanMuscle,1979-1993 Mustang Turbocharger Guide / Foxbody Turbocharger Kits,https://www.americanmuscle.com/fox-body-mustang-turbocharger-guide.html,retailer/enthusiast technical guide,C,"factory 2.3L turbo-4 outputs: 1979-80 Cobra 132hp/143lb-ft non-intercooled; 1983-84 Turbo GT 145hp/180lb-ft intercooled; 1984-86 SVO up to 205hp/248lb-ft; modern aftermarket 5.0 turbo kits commonly 400-500rwhp"
SRC-230,MustangSpecs.com,Behind the Wheel of the Iconic Eleanor Mustang,https://www.mustangspecs.com/behind-the-wheel-of-the-iconic-eleanor-mustang/,enthusiast/technical archive,C+,"2000 film Eleanor: 1967 Mustang fastback base, 351W crate engine ~400 hp, 4-speed manual, Ford 9-inch rear end, Wilwood brakes, 17-inch wheels/Goodyear F1, faux nitrous, Cinema Vehicle Services/Chip Foose build"
SRC-231,Wikipedia,Eleanor (automobile),https://en.wikipedia.org/wiki/Eleanor_(automobile),encyclopedia,C,"Cross-reference of Eleanor naming across 1974 original and 2000 remake; production count (11 built/3 functional/2 destroyed); Steve Stanford design credit"
SRC-232,MustangSpecs.com,'Eleanor' Ford Mustang - 1974 Gone in 60 Seconds (Movie Mustangs),https://www.mustangspecs.com/eleanor-ford-mustang-1974/,enthusiast/technical archive,C+,"1974 film Eleanor: 1971 Mustang SportsRoof refaced with 1973 grille, 351 Windsor 4-barrel, Cruisamatic transmission, Goodyear Rally GT tires, 24V electrical system, hero/stunt car detail"
SRC-233,IMCDb (Internet Movie Cars Database),1971 Ford Mustang Sportsroof (modified as 1973) [63D] in Gone in 60 Seconds 1974,https://www.imcdb.org/v004972.html,film-vehicle identification archive,B-,Frame-verified base model/year identification for the 1974 film Eleanor car
SRC-234,Street Muscle Mag (Power Automedia),Rob's Movie Muscle: John Wick's 1969 Boss 429 Ford Mustang,https://www.streetmusclemag.com/features/car-features/robs-movie-muscle-john-wicks-mustang/,enthusiast press,B-,Production/build background on the John Wick Mustang(s) used for filming
SRC-235,Jalopnik,No John Wick's Mustang Wasn't A Real Boss 429 - Here's What It Really Was,https://www.jalopnik.com/1801706/john-wick-mustang-mach-1-what-car-how-many-wreck/,automotive press,B,"Identifies real donor as 1969 Mach 1 (not Boss 429) via automatic transmission, hood tie-downs/spoiler, missing decals, non-factory paint; confirms 5 cars built/destroyed"
SRC-236,Barn Finds,Miami Vice Tribute: Ferrari Daytona Spyder Replica,https://barnfinds.com/miami-vice-tribute-ferrari-daytona-spyder-replica/,enthusiast marketplace/press,C+,"McBurnie Coachcraft build background, Corvette C3 donor basis, ~350 hp/3-speed automatic reported specs, Ferrari lawsuit and on-screen destruction/Testarossa replacement narrative"
SRC-237,IMCDb (Internet Movie Cars Database),1976 Ferrari 365 GTS/4 Replica Daytona Spyder McBurnie on Corvette C3 in Miami Vice 1984-1989,https://www.imcdb.org/v021083.html,film-vehicle identification archive,B-,Frame-verified identification of specific donor Corvette C3 year/chassis used for the show car(s)
SRC-238,CarVibz,1967 Ford Mustang Shelby GT500 Tribute Is a Pro Touring 428 Cobra Jet Beast,https://www.carvibz.com/muscle-cars/1967-ford-mustang-shelby-gt500-tribute-is-a-pro-touring-428-cobra-jet-beast/,enthusiast/marketplace press,C,Documents real tribute-build pattern (428 Cobra Jet engine, pro-touring suspension/brake upgrades) typical of Eleanor-style replicas
SRC-239,Motor1.com,Toyota S-FR prepared as racing concept for Tokyo Auto Salon,https://www.motor1.com/news/59912/toyota-s-fr-prepared-as-racing-concept-for-tokyo-auto-salon/,automotive press,B-,Confirms Tokyo Auto Salon 2016 racing-concept derivative, CFRP aero elements, center-lock wheels; engine output not confirmed
SRC-240,autoevolution,Toyota S-FR Racing Concept Previews Potential Race Car Makes Us Dream,https://www.autoevolution.com/news/toyota-s-fr-racing-concept-previews-potential-race-car-makes-us-dream-102526.html,automotive press,C+,TGR development context and unconfirmed press speculation on possible engine candidates for the related road S-FR concept
SRC-241,Mercedes-Benz USA (media.mbusa.com),Exquisite virtual reality: Mercedes-Benz AMG Vision Gran Turismo,https://media.mbusa.com/releases/exquisite-virtual-reality-mercedes-benz-amg-vision-gran-turismo,OEM press release,A-,OEM-published concept identity and design/engineering background for the AMG Vision Gran Turismo
SRC-242,Motor1.com,Years Later Mercedes AMG Vision GT Still Looks Unworldly,https://www.motor1.com/news/228278/mercedes-amg-vision-gran-turismo/,automotive press,B,"5.5L twin-turbo V8, 577 hp/590 lb-ft, 7-speed automatic, ~3053 lb weight"
SRC-243,Gran Turismo official site (gran-turismo.com),BMW Vision Gran Turismo,https://www.gran-turismo.com/us/vgt/bmw/,OEM/official partner site,A-,"3.0L turbo I6 M TwinPower Turbo, 541 hp/499 lb-ft, 6-speed sequential paddle-shift, RWD, ~1180 kg, 50:50 weight distribution"
SRC-244,Porsche Newsroom,60 Years of Porsche 911 - 3rd Generation: Engines (964),https://newsroom.porsche.com/en/press-kits/60-Years-Porsche-911/3.-Generation---Motoren.html,OEM heritage,A,"964 NA (250 PS/3.6L), 964 Turbo 3.3 (320-381 PS), 964 Turbo 3.6 (360 PS), Carrera RS 3.8 (300 PS)"
SRC-245,Porsche Newsroom,60 Years of Porsche 911 - Thirty years of the 993-generation 911 Carrera,https://newsroom.porsche.com/en/press-kits/60-Years-Porsche-911/30-Jahre-911-Carrera-der-Generation-993-%E2%80%93-Der-letzte-seiner-Art.html,OEM heritage,A,"993 generation power range (272-450 PS), body style rollout, final air-cooled generation confirmation"
SRC-246,Porsche Newsroom,60 Years of Porsche 911 (overview press kit),https://newsroom.porsche.com/en/press-kits/60-Years-Porsche-911.html,OEM heritage,A,"996 as first water-cooled 911, Cd 0.30, non-round headlights, 175262-unit production total"
SRC-200,MustangSpecs.com,1966 Shelby GT350 Mustang: Ultimate In-Depth Guide,https://www.mustangspecs.com/1966-shelby-mustang/,technical archive,B,"306 hp/329 lb-ft K-code 289, Holley carb swap, Tri-Y headers, optional automatic for 1966"
SRC-201,conceptcarz.com,1966 Shelby Mustang GT350 Specifications & Dimensions,https://www.conceptcarz.com/s7995/shelby-mustang-gt350.aspx,technical archive,B,Corroborating 1966 GT350 K-code 289 output and drivetrain
SRC-202,MustangSpecs.com,1968 Shelby Cobra GT500 KR: Ultimate In-Depth Guide,https://www.mustangspecs.com/1968-shelby-mustang-gt500kr/,technical archive,B,"GT500KR 428 Cobra Jet 335 hp/440 lb-ft factory rating, mid-1968 introduction"
SRC-203,TheShelbyCars.com,1968 Shelby Cobra GT350 GT500 & GT500KR specifications,https://theshelbycars.com/1968-shelby-cobra-gt350-gt500-gt500kr/1968-shelby-cobra-specifications-2/,technical archive,B,"1968 GT350 302 ci/250 hp Shelby rating, GT500 428 PI 360 hp pre-KR variant"
SRC-204,MustangSpecs.com,1971 Ford Mustang Mach 1 - Ultimate Guide,https://www.mustangspecs.com/1971-ford-mustang-mach-1/,technical archive,B,"351/429 engine lineup and hp ratings, mid-year 351CJ change, body width increase"
SRC-205,RM Sotheby's,1971 Ford Mustang Mach 1 429 Sportsroof auction listing,https://rmsothebys.com/auctions/ct12/lots/r275-1971-ford-mustang-mach-1-429-sportsroof/,period auction/technical,B+,429 Cobra Jet SportsRoof Mach 1 configuration detail
SRC-206,Steeda,1979-1993 Mustang Horsepower & Torque Numbers,https://www.steeda.com/fox-body-horsepower-torque,technical archive,B,"Year-by-year 5.0 HO ratings incl. 1993 205 hp/275 lb-ft change from 1987-92 225 hp/300 lb-ft"
SRC-207,LMR.com,Fox Body Mustang 5.0 Engine Specs,https://lmr.com/products/50-engine-specs-fox-body-mustang,technical archive,B,5.0 HO roller-cam architecture and drivetrain pairing corroboration
SRC-208,Steeda,1994-2004 Mustang Horsepower & Torque Numbers,https://www.steeda.com/sn95-mustang-horsepower-torque,technical archive,B,"Year-by-year GT power/torque: 215 hp (1996-97) 225 hp (1998) 260 hp (1999-2004)"
SRC-209,AmericanMuscle,SN95 Mustang Guide: Specs Trims & Mods (1994-1998),https://www.americanmuscle.com/everything-about-the-sn95-mustang-1994-1998-models.html,technical archive,B,"1994-95 5.0L carryover, 1996 transition to 4.6L SOHC modular engine"
SRC-210,AmericanMuscle,The New Edge Mustang (1999-2004): Complete Guide to Every Submodel Specs and Mods,https://www.americanmuscle.com/everything-about-the-new-edge-mustang-1999-2004-submodels.html,technical archive,B,"260 hp/302 lb-ft PI-head 4.6L GT engine, 5-speed manual, 0-60 ~5.4 sec"
SRC-211,Steeda,Guide To 1994-2004 Mustang Engines,https://www.steeda.com/1994-2004-mustang-engines,technical archive,B,PI vs NPI cylinder head distinction and consistency of 260 hp/302 lb-ft rating 1999-2004
SRC-212,MustangSpecs.com,The Ultimate Guide to the 2021 Ford Mustang Shelby GT500,https://www.mustangspecs.com/2021-ford-mustang-shelby-gt500/,technical archive,B,Corroboration of 760 hp/625 lb-ft Predator V8 Tremec 7-speed DCT Torsen 3.73 diff
SRC-213,encyCARpedia,Ford Mustang Shelby GT500 specs (2020-2022),https://www.encycarpedia.com/us/ford/20-mustang-shelby-gt500-coupe,technical archive,B,Confirms 760 hp/625 lb-ft Predator V8 unchanged across 2020-2022 model years
SRC-214,Classic Recreations,Shelby GT500CR Classic model page (current build spec),https://classic-recreations.com/models/shelby-gt500cr-classic/,OEM/official continuation manufacturer,A-,"Current 480-825 hp Coyote-based engine range, 10R80 10-speed auto/T-56 6-speed manual, RWD"
SRC-215,Carscoops/Motor1,Classic Recreations' Shelby Mustang GT500 CR Carbon Fiber Edition (810 hp),https://www.carscoops.com/2021/02/classic-recreations-shelby-mustang-gt500-cr-is-an-810-hp-carbon-fiber-beast/,automotive press,B,Carbon Fiber Edition 5.2L Coyote + 2.9L Whipple supercharger 810 hp/600 lb-ft
SRC-216,TopSpeed,2003 Shelby Mustang GT 500e,https://www.topspeed.com/cars/shelby/2003-shelby-mustang-gt-500e/,automotive press,B,"Unique Performance/Shelby-licensed GT500E build basis, 325 hp standard rating, 6-speed"
SRC-217,MustangSpecs.com,Eleanor Mustang GT500E For Sale,https://www.mustangspecs.com/eleanor-mustang-gt500e-for-sale/,technical archive,B,Corroboration of GT500E build lineage distinct from Eleanor screen car; ~725 hp all-out build
